1,836,5459439,0,10.00329993,2,7.909929023,4.053523104,3,7.443767281,5.272877931,50,4.647802315,6.544899771,6,7.064646294,3,0.9580555555555561,1.0,0.9896590909090911,0.8203703703703703,0.9995370370370371,26.894938271604957,105.79040123456785,29497534.722222224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,777,4126491,400,6.315020452,1,9.464083475,10.21511205,6,1.927523908,5.441657451,250,3.827049127,5.058715312,4,10.17845433,3,0.9994444444444445,1.0,0.9976288659793814,0.9961538461538462,1.0,2.567638888888889,7.719814814814815,2648347.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,758,9503360,0,7.596935856,2,4.958924766,5.605580621,2,7.382798503,4.682724398,300,5.093981201,5.233612754,6,6.325698735,8,0.9696296296296296,0.9999534883720931,0.9970283018867925,0.8759024390243902,0.9997222222222222,26.223534883720937,132.9540930232558,23377020.93023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,777,5696326,600,4.653873379,3,4.25775397,3.104459487,4,5.231669508,6.107131137,200,4.27080973,5.406927151,5,5.685025884,4,0.9993981481481482,0.9999534883720931,0.9973557692307692,0.9995544554455447,0.9997222222222222,10.459488372093023,60.63097674418604,8816355.813953489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,737,3972307,500,11.08040962,6,7.024303391,6.319744794,3,8.573650417,5.449857749,50,5.091366076,4.830915491,6,8.982413139,2,0.9908333333333332,1.0,0.9707528641571195,0.9961806981519506,0.9956481481481481,18.31662037037037,116.74367283950616,17206259.259259257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,798,5923229,0,12.25960145,3,10.7717546,5.571467953,8,6.437962974,5.283190376,100,5.612020714,5.352967361,8,5.331761135,2,0.9934027777777791,1.0,0.994093023255815,0.9801686746987954,0.9962731481481494,34.24539351851855,181.2663657407409,33990997.68518519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,848,6738071,200,4.810864891,3,4.705569397,5.637295759,1,3.447825034,3.085218596,200,6.867857926,4.921153199,6,0.280485127,8,0.9955555555555561,1.0,0.9892438271604949,0.9941853035143774,0.9973611111111116,36.0298611111111,86.64921296296293,40612790.89506173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,736,7433705,300,0.307402409,4,3.97750088,6.496960534,5,1.66810086,1.71249904,250,4.583692141,5.401955155,2,6.777576554,3,0.9948148148148173,1.0,0.9895524691358065,0.9948611111111144,0.9932098765432117,87.11342592592582,285.49912037037046,91416153.54938272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,777,6131401,500,5.320988963,3,4.317129746,5.333662656,2,5.767927347,4.942631882,250,5.997441576,6.135865469,2,6.592875201,4,0.9920370370370363,1.0,0.9856018518518516,0.9847222222222219,0.9986574074074075,47.93518518518517,232.17277777777775,38682611.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,776,7448444,0,0.860204568,2,4.146018794,3.25435294,5,1.632182117,3.991571472,250,2.058613797,4.91361458,6,4.289656368,5,0.9952777777777783,1.0,0.9849999999999995,0.9959624413145542,0.9981944444444444,38.85652777777779,127.15879629629629,36653729.166666664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
